x,y,z
0.6793213766,-0.0736201473,1.2426572141
0.6752976188,-0.0732357096,1.2444192396
0.6712698564,-0.0728594231,1.2461322362
0.6672233136,-0.0724833573,1.2477954835
0.6631432555,-0.0721001617,1.2494094071
0.6590149207,-0.0717030597,1.2509757115
0.6548234994,-0.0712858489,1.2524974656
0.6505541895,-0.0708429091,1.2539791167
0.6461923529,-0.0703692173,1.2554264194
0.6417237872,-0.0698603635,1.2568462668
0.6371351111,-0.0693125659,1.2582464228
0.6324142523,-0.0687226769,1.2596351622
0.6275510129,-0.0680881782,1.2610208348
0.6225376741,-0.0674071621,1.2624113777
0.6173695960,-0.0666782971,1.2638138059
0.6120457600,-0.0659007794,1.2652337179
0.6065692042,-0.0650742746,1.2666748509
0.6009473026,-0.0641988510,1.2681387206
0.5951918499,-0.0632749129,1.2696243728
0.5893189273,-0.0623031361,1.2711282697
0.5833485397,-0.0612844125,1.2726443203
0.5773040326,-0.0602198054,1.2741640556
0.5712113147,-0.0591105181,1.2756769392
0.5650979271,-0.0579578763,1.2771707933
0.0994148391,0.3007336660,1.2932202475
0.0958620228,0.2978020610,1.2920432377
0.0922832364,0.2948675343,1.2908738121
0.0886875935,0.2919236548,1.2897141467
0.0850838948,0.2889635886,1.2885655948
0.0814803668,0.2859801077,1.2874284810
0.0778844452,0.2829655697,1.2863019390
0.0743026065,0.2799118718,1.2851837971
0.0707402513,0.2768103848,1.2840705127
0.0672016407,0.2736518779,1.2829571519
0.0636898813,0.2704264474,1.2818374096
0.0602069570,0.2671234657,1.2807036627
0.0567538010,0.2637315690,1.2795470491
0.0533304032,0.2602387018,1.2783575637
0.0499359479,0.2566322356,1.2771241669
0.0465689750,0.2528991767,1.2758348996
0.0432275618,0.2490264726,1.2744770034
0.0399095190,0.2450014201,1.2730370473
0.0366125975,0.2408121717,1.2715010622
0.0333347009,0.2364483253,1.2698546897
0.0300740985,0.2319015765,1.2680833499
0.0268296323,0.2271664005,1.2661724349
0.0236009131,0.2222407254,1.2641075313
0.0203884963,0.2171265535,1.2618746761
0.0171940313,0.2118304831,1.2594606445
0.0140203762,0.2063640866,1.2568532649
0.0108716715,0.2007441049,1.2540417535
0.0077533665,0.1949924267,1.2510170555
0.0046721956,0.1891358336,1.2477721773
0.0016361027,0.1832055068,1.2443024913
-0.0013458842,0.1772363068,1.2406059925
-0.0042638242,0.1712658525,1.2366834896
-0.0071070734,0.1653334406,1.2325387118
-0.0384671099,-0.5239653679,2.2966688341
-0.0400274045,-0.5193008478,2.2949823127
-0.0415993023,-0.5146339682,2.2932449342
-0.0431636688,-0.5099923615,2.2914553560
-0.0447028552,-0.5053989583,2.2896138248
-0.0462012973,-0.5008711460,2.2877220064
-0.0476458883,-0.4964203268,2.2857827317
-0.0490261298,-0.4920518466,2.2837996789
-0.0503340863,-0.4877652419,2.2817770155
-0.0515641787,-0.4835547288,2.2797190266
-0.0527128603,-0.4794098616,2.2776297539
-0.0537782206,-0.4753162877,2.2755126713
-0.0547595570,-0.4712565460,2.2733704164
-0.0556569530,-0.4672108665,2.2712045965
-0.0564708918,-0.4631579547,2.2690156793
-0.0572019285,-0.4590757511,2.2668029758
-0.0578504380,-0.4549421722,2.2645647153
-0.0584164485,-0.4507358379,2.2622982057
-0.0588995639,-0.4464367911,2.2600000688
-0.0592989735,-0.4420272041,2.2576665313
-0.0596135409,-0.4374920603,2.2552937527
-0.0598419597,-0.4328197841,2.2528781646
-0.0599829587,-0.4280027878,2.2504167968
-0.0600355358,-0.4230378939,2.2479075675
-0.0599991985,-0.4179265961,2.2453495156
-0.0598741890,-0.4126751243,2.2427429604
-0.0596616731,-0.4072942924,2.2400895772
-0.0593638765,-0.4017991202,2.2373923854
-0.0589841558,-0.3962082402,2.2346556517
-0.0585269991,-0.3905431170,2.2318847169
-0.0579979569,-0.3848271200,2.2290857579
0.2660666812,0.0182877282,1.2730728377
0.2618977226,0.0190018523,1.2713654207
0.2577173482,0.0197035108,1.2696775470
0.2535292294,0.0203905958,1.2680188858
0.2493368277,0.0210613888,1.2663978008
0.2451431863,0.0217146401,1.2648211629
0.2409507328,0.0223496239,1.2632942092
0.2367610984,0.0229661670,1.2618204506
0.2325749547,0.0235646511,1.2604016319
0.2283918733,0.0241459897,1.2590377392
0.2242102069,0.0247115812,1.2577270534
0.2200269981,0.0252632422,1.2564662402
0.2158379149,0.0258031254,1.2552504711
0.2116372184,0.0263336274,1.2540735642
0.2074177652,0.0268572915,1.2529281377
0.2031710502,0.0273767114,1.2518057663
0.1988872943,0.0278944417,1.2506971343
0.1945555815,0.0284129188,1.2495921804
0.1901640517,0.0289343973,1.2484802293
0.1857001518,0.0294609056,1.2473501114
0.1811509460,0.0299942210,1.2461902689
0.1765034845,0.0305358683,1.2449888523
0.1717452249,0.0310871394,1.2437338109
0.1668644967,0.0316491340,1.2424129805
0.1618509940,0.0322228198,1.2410141746
0.1566962794,0.0328091084,1.2395252816
0.1513942741,0.0334089420,1.2379343722
0.1459417118,0.0340233878,1.2362298186
0.1403385281,0.0346537333,1.2344004253
0.1345881608,0.0353015754,1.2324355708
0.1286977372,0.0359688983,1.2303253557
0.1226781319,0.0366581320,1.2280607549
0.1165438821,0.0373721846,1.2256337648
0.1103129584,0.0381144433,1.2230375424
0.1040063971,0.0388887365,1.2202665269
0.0976478084,0.0396992553,1.2173165392
0.0912627860,0.0405504300,1.2141848529
0.0848782483,0.0414467624,1.2108702323
0.2086036096,0.2507012521,0.8839210249
0.2030764721,0.2451817023,0.8822143449
0.1976337499,0.2397265719,0.8806416534
0.1923281585,0.2343705636,0.8792065445
0.1872025495,0.2291428529,0.8779100877
0.1822884071,0.2240659640,0.8767506358
0.1776051721,0.2191551874,0.8757238087
0.1731603402,0.2144185121,0.8748226381
0.1689502071,0.2098569932,0.8740378389
0.1649610843,0.2054654462,0.8733581700
0.1611707925,0.2012333398,0.8727708390
0.1575502492,0.1971457670,0.8722619110
0.1540649982,0.1931843917,0.8718166867
0.1506765785,0.1893282990,0.8714200244
0.1473436861,0.1855547132,0.8710565893
0.1440231365,0.1818395865,0.8707110255
0.1406706843,0.1781580893,0.8703680519
0.1372417866,0.1744850587,0.8700124933
0.1336924127,0.1707954719,0.8696292610
0.1299799978,0.1670650103,0.8692033029
0.1260646121,0.1632707640,0.8687195444
0.1219103773,0.1593921027,0.8681628418
0.1174871103,0.1554117036,0.8675179687
0.1127721194,0.1513166906,0.8667696538
0.1077520230,0.1470998029,0.8659026826
0.1024244237,0.1427604844,0.8649020706
0.0967992462,0.1383057647,0.8637533082
0.0908995502,0.1337508079,0.8624426686
0.0847616586,0.1291190173,0.8609575626
0.0784344888,0.1244416200,0.8592869172
0.0719780535,0.1197567038,0.8574215492
0.0654611716,0.1151077302,0.8553545010
0.0589585188,0.1105416075,0.8530813062
0.1288860871,0.5066802527,0.9786739281
0.1303995799,0.5053980817,0.9782705480
0.1319106605,0.5041128167,0.9778691411
0.1334117098,0.5028146482,0.9774758685
0.1348951597,0.5014937681,0.9770967385
0.1363585485,0.5001469230,0.9767336088
0.1378038198,0.4987766062,0.9763848612
0.1392345000,0.4973874715,0.9760476735
0.1406536903,0.4959837276,0.9757195775
0.1420634042,0.4945681922,0.9753989885
0.1434648608,0.4931423547,0.9750851698
0.1448595602,0.4917066950,0.9747781219
0.1462516794,0.4902606907,0.9744787755
0.1476530110,0.4888020688,0.9741897955
0.1490917035,0.4873249610,0.9739172012
0.1506248024,0.4858169363,0.9736726837
0.1523519350,0.4842554806,0.9734759419
0.1544244969,0.4826051988,0.9733557834
0.1570432886,0.4808174026,0.9733485676
0.1604393783,0.4788334215,0.9734931127
0.1648381126,0.4765918697,0.9738223973
0.1704127907,0.4740385945,0.9743537879
0.1772396114,0.4711367699,0.9750804584
0.1852666558,0.4678741800,0.9759666447
0.1943062336,0.4642653647,0.9769483732
0.2040532890,0.4603477583,0.9779397012
0.2141253381,0.4561726875,0.9788429613
-0.0784898028,-0.3286707914,1.6790818831
-0.0784146475,-0.3229292357,1.6786403289
-0.0783314612,-0.3171616678,1.6782016331
-0.0782394136,-0.3113807794,1.6777683599
-0.0781369461,-0.3055979020,1.6773427340
-0.0780218346,-0.2998225414,1.6769266176
-0.0778912712,-0.2940619873,1.6765214952
-0.0777419577,-0.2883210115,1.6761284626
-0.0775702047,-0.2826016639,1.6757482158
-0.0773720304,-0.2769031708,1.6753810406
-0.0771432554,-0.2712219351,1.6750267973
-0.0768795918,-0.2655516364,1.6746849018
-0.0765767246,-0.2598834266,1.6743543033
-0.0762303882,-0.2542062126,1.6740334572
-0.0758364393,-0.2485070207,1.6737202969
-0.0753909287,-0.2427714308,1.6734122061
-0.0748901762,-0.2369840727,1.6731059936
-0.0743308501,-0.2311291710,1.6727978749
-0.0737100533,-0.2251911260,1.6724834621
-0.0730254161,-0.2191551135,1.6721577660
-0.0722751941,-0.2130076877,1.6718152119
-0.0714583679,-0.2067373639,1.6714496707
-0.0705747398,-0.2003351619,1.6710545053
-0.0696250214,-0.1937950848,1.6706226335
-0.0686109048,-0.1871145122,1.6701466038
-0.0675351111,-0.1802944865,1.6696186839
-0.0664014081,-0.1733398738,1.6690309574
-0.0652145927,-0.1662593882,1.6683754266
-0.0639804327,-0.1590654716,1.6676441162
-0.0627055669,-0.1517740293,1.6668291753
-0.0613973627,-0.1444040303,1.6659229737
-0.0600637340,-0.1369769870,1.6649181903
-0.0587129254,-0.1295163368,1.6638078908
-0.0867543371,-0.8242774310,1.7169394791
-0.0873206913,-0.8158484312,1.7160261078
-0.0878225979,-0.8077416561,1.7151380429
-0.0882594250,-0.8000839885,1.7142894966
-0.0886332433,-0.7929534907,1.7134888706
-0.0889477279,-0.7863814426,1.7127391184
-0.0892070898,-0.7803594572,1.7120388304
-0.0894151796,-0.7748493553,1.7113836904
-0.0895748602,-0.7697936695,1.7107679840
-0.0896876897,-0.7651251689,1.7101859256
-0.0897539073,-0.7607744263,1.7096326771
-0.0897726792,-0.7566750334,1.7091050338
-0.0897425308,-0.7527665143,1.7086018235
-0.0896618829,-0.7489952714,1.7081241074
-0.0895296053,-0.7453140326,1.7076752750
-0.0893455128,-0.7416803109,1.7072611048
-0.0891107457,-0.7380543599,1.7068898218
-0.0888279982,-0.7343970624,1.7065721382
-0.0885015815,-0.7306681255,1.7063212165
-0.0881373286,-0.7268248930,1.7061524712
-0.0877423644,-0.7228220034,1.7060831126
-0.0873247746,-0.7186120326,1.7061313606
-0.0868932108,-0.7141471403,1.7063152948
-0.0864564684,-0.7093816136,1.7066513704
-0.0860230691,-0.7042750658,1.7071526981
-0.0856008719,-0.6987959348,1.7078272450
-0.0851967285,-0.6929248488,1.7086761572
-0.0848161953,-0.6866574045,1.7096924177
-0.0844633058,-0.6800059443,1.7108600306
-0.0841404073,-0.6730000286,1.7121538694
-0.0838480641,-0.6656854468,1.7135402504
-0.0835850282,-0.6581217975,1.7149782074
-0.0833482806,-0.6503788417,1.7164213561
-0.0831331455,-0.6425319869,1.7178201780
-0.0321075984,0.0219976175,0.4947286600
-0.0347414110,0.0263370539,0.4918738250
-0.0373839787,0.0305761418,0.4886322816
-0.0400213544,0.0346459867,0.4850700000
-0.0426418877,0.0384916116,0.4812517424
-0.0452361467,0.0420722992,0.4772386548
-0.0477966353,0.0453610480,0.4730862813
-0.0503173465,0.0483432978,0.4688430953
-0.0527932156,0.0510151142,0.4645495960
-0.0552195417,0.0533810404,0.4602379640
-0.0575914517,0.0554518163,0.4559322348
-0.0599034697,0.0572421445,0.4516489086
-0.0621492437,0.0587686436,0.4473979000
-0.0643214589,0.0600480889,0.4431837183
-0.0664119483,0.0610959961,0.4390067726
-0.0684119865,0.0619255650,0.4348647056
-0.0703127366,0.0625469678,0.4307536750
-0.0721058042,0.0629669464,0.4266695229
-0.0737838439,0.0631886689,0.4226087896
-0.0753411631,0.0632117942,0.4185695504
-0.0767742677,0.0630326940,0.4145520674
-0.0780823073,0.0626447955,0.4105592610
-0.0792673827,0.0620390122,0.4065970164
-0.0803346985,0.0612042474,0.4026743405
-0.0812925511,0.0601279604,0.3988033909
-0.0821521593,0.0587967958,0.3949993942
-0.0829273536,0.0571972746,0.3912804671
-0.0836341468,0.0553165502,0.3876673518
-0.0842902167,0.0531432197,0.3841830704
-0.0849143304,0.0506681796,0.3808524999
-0.0855257410,0.0478854948,0.3777018698
-0.0861435856,0.0447932449,0.3747581812
-0.0867863082,0.0413942936,0.3720485533
-0.0874711304,0.0376969235,0.3695995047
-0.0882135846,0.0337152719,0.3674361879
-0.0890271250,0.0294695079,0.3655816004
-0.0899228236,0.0249857032,0.3640558047
-0.0909091598,0.0202953649,0.3628751965
-0.0919919046,0.0154346271,0.3620518613
-0.0931741010,0.0104431230,0.3615930627
-0.0944561362,0.0053625939,0.3615008973
0.1088291473,-0.3513834145,0.8991115752
0.1054347685,-0.3452464622,0.8970517251
0.1020642512,-0.3391206778,0.8949608736
0.0987341664,-0.3330311189,0.8928450623
0.0954590088,-0.3270006870,0.8907091591
0.0922507344,-0.3210492458,0.8885566447
0.0891184504,-0.3151928920,0.8863894665
0.0860682700,-0.3094434091,0.8842079608
0.0831033294,-0.3038079197,0.8820108433
0.0802239536,-0.2982887385,0.8797952607
0.0774279494,-0.2928834182,0.8775568957
0.0747109969,-0.2875849711,0.8752901163
0.0720671074,-0.2823822429,0.8729881604
0.0694891147,-0.2772604152,0.8706433503
0.0669691697,-0.2722016113,0.8682473320
0.0644992136,-0.2671855820,0.8657913387
0.0620714071,-0.2621904519,0.8632664780
0.0596785034,-0.2571935079,0.8606640452
0.0573141546,-0.2521720131,0.8579758609
0.0549731491,-0.2471040298,0.8551946324
0.0526515796,-0.2419692334,0.8523143308
0.0503469439,-0.2367496953,0.8493305731
0.0480581840,-0.2314306101,0.8462409915
0.0457856657,-0.2260009390,0.8430455682
0.0435311064,-0.2204539367,0.8397469098
0.0412974530,-0.2147875331,0.8363504352
0.0390887156,-0.2090045388,0.8328644517
0.0369097632,-0.2031126516,0.8293000977
0.0347660851,-0.1971242515,0.8256711416
0.0326635288,-0.1910559789,0.8219936317
0.0306080216,-0.1849281078,0.8182854066
0.0286052890,-0.1787637377,0.8145654872
-0.5584568715,0.0070352291,0.8789489694
-0.5582811092,0.0062471677,0.8755929812
-0.5580129397,0.0054421623,0.8722481616
-0.5576760495,0.0046227150,0.8689133672
-0.5573027464,0.0037769728,0.8655897470
-0.5569243183,0.0028836869,0.8622812863
-0.5565677722,0.0019237949,0.8589924808
-0.5562565861,0.0008881765,0.8557260762
-0.5560119324,-0.0002204513,0.8524821666
-0.5558526810,-0.0013904138,0.8492588045
-0.5557942053,-0.0026065459,0.8460535434
-0.5558467830,-0.0038557122,0.8428649995
-0.5560143627,-0.0051303435,0.8396936742
-0.5562940834,-0.0064291481,0.8365417491
-0.5566765306,-0.0077554394,0.8334120769
-0.5571464809,-0.0091143314,0.8303068744
-0.5576838516,-0.0105101867,0.8272266074
-0.5582646803,-0.0119453630,0.8241693045
-0.5588621113,-0.0134208060,0.8211301952
-0.5594474776,-0.0149386234,0.8181012987
-0.5599915838,-0.0165064608,0.8150705131
-0.5604662110,-0.0181431902,0.8120199302
-0.5608457027,-0.0198849826,0.8089235189
-0.5611083246,-0.0217903030,0.8057448536
-0.5612369735,-0.0239419525,0.8024360058
-0.5612188169,-0.0264442979,0.7989388468
-0.5610435820,-0.0294145251,0.7951896593
-0.5607004803,-0.0329681044,0.7911271532
-0.5601740902,-0.0372003389,0.7867029375
-0.5594398567,-0.0421673353,0.7818925509
-0.5584601169,-0.0478704276,0.7767046576
-0.5571816602,-0.0542476981,0.7711861640
-0.5555357344,-0.0611748156,0.7654217988
-0.5534411020,-0.0684753681,0.7595278919
-0.5508102719,-0.0759388030,0.7536413369
-0.0506060228,-0.3529893570,0.6707981886
-0.0496233841,-0.3462998574,0.6666778118
-0.0486578141,-0.3396715442,0.6626255108
-0.0477227264,-0.3331454514,0.6586650754
-0.0468295863,-0.3267574454,0.6548156585
-0.0459873703,-0.3205366122,0.6510911752
-0.0452022234,-0.3145041454,0.6475001035
-0.0444773288,-0.3086727632,0.6440456824
-0.0438129802,-0.3030466257,0.6407264662
-0.0432068331,-0.2976216725,0.6375371592
-0.0426542930,-0.2923862673,0.6344696295
-0.0421489976,-0.2873220152,0.6315139956
-0.0416833460,-0.2824046238,0.6286596783
-0.0412490364,-0.2776046923,0.6258963264
-0.0408375787,-0.2728883504,0.6232145450
-0.0404407607,-0.2682177055,0.6206063847
-0.0400510507,-0.2635511093,0.6180655728
-0.0396619290,-0.2588432985,0.6155874991
-0.0392681413,-0.2540455065,0.6131689855
-0.0388658683,-0.2491056780,0.6108078852
-0.0384528064,-0.2439689309,0.6085025672
-0.0380281519,-0.2385784135,0.6062513446
-0.0375924808,-0.2328766789,0.6040519006
-0.0371475215,-0.2268076570,0.6019007639
-0.0366958212,-0.2203192387,0.5997928736
-0.0362403157,-0.2133664055,0.5977212639
-0.0357838244,-0.2059147471,0.5956768885
-0.0353285042,-0.1979441235,0.5936485938
-0.0348753048,-0.1894521522,0.5916232392
-0.0344234792,-0.1804571540,0.5895859544
-0.0339702016,-0.1710001861,0.5875205158
-0.0335103451,-0.1611458227,0.5854098156
-0.0330364566,-0.1509814333,0.5832363956
-0.0325389540,-0.1406148301,0.5809830095
-0.0320065457,-0.1301703115,0.5786331793
0.0853041615,0.0161900584,2.3838516521
0.0841931063,0.0158328676,2.3765304739
0.0829858728,0.0155390355,2.3692920202
0.0816932743,0.0153269128,2.3622195267
0.0803261280,0.0152107448,2.3553735831
0.0788951674,0.0152006286,2.3487910854
0.0774110959,0.0153028738,2.3424868035
0.0758846750,0.0155205879,2.3364567320
0.0743267475,0.0158543247,2.3306823274
0.0727481309,0.0163026736,2.3251348397
0.0711593477,0.0168627302,2.3197791534
0.0695702015,0.0175304324,2.3145767919
0.0679892328,0.0183007898,2.3094879727
0.0664231178,0.0191680479,2.3044727833
0.0648760805,0.0201258311,2.2994916791
0.0633493989,0.0211672963,2.2945055724
0.0618410820,0.0222853050,2.2894757993
0.0603457799,0.0234726075,2.2843642195
0.0588549769,0.0247220111,2.2791336439
0.0573574823,0.0260265049,2.2737486935
0.0558402089,0.0273793151,2.2681770985
0.0542891870,0.0287738761,2.2623913475
0.0526907338,0.0302037254,2.2563705148
0.0510326707,0.0316623437,2.2501020394
0.0493054664,0.0331429778,2.2435832075
0.0475031889,0.0346384925,2.2368221091
0.0456241636,0.0361412923,2.2298378927
0.0436712675,0.0376433465,2.2226602234
0.0416518310,0.0391363318,2.2153279466
0.0395771601,0.0406118874,2.2078870552
0.0374617340,0.0420619587,2.2003881386
-0.3969599293,-0.4378075402,0.5316925004
-0.3956021993,-0.4364846138,0.5280768967
-0.3940818649,-0.4350505231,0.5245694832
-0.3925253856,-0.4335138098,0.5211284406
-0.3907972145,-0.4318610662,0.5178591560
-0.3883150680,-0.4300901375,0.5150915583
-0.3840648561,-0.4282417138,0.5133376134
-0.3770513563,-0.4263797943,0.5130588822
-0.3668826315,-0.4245372398,0.5144023084
-0.3540342414,-0.4226805156,0.5171014450
-0.3340187548,-0.4150498080,0.5193747309
-0.3364189092,-0.4089013640,0.5152677267
-0.3435788570,-0.4078708520,0.5124225593
-0.3495115315,-0.4063537629,0.5097892163
-0.3539712626,-0.4044322590,0.5075013934
-0.3568535604,-0.4021961264,0.5056451299
-0.3582054020,-0.3997326719,0.5042497773
-0.3582050801,-0.3971182465,0.5032915990
-0.3571173447,-0.3944129225,0.5027086651
-0.3552372962,-0.3916588278,0.5024220684
-0.3528392858,-0.3888815538,0.5023566803
-0.3501435713,-0.3860933461,0.5024555109
-0.3473053208,-0.3832967436,0.5026847748
-0.3444218074,-0.3804878575,0.5030304233
-0.3415483805,-0.3776592156,0.5034894492
-0.3387138509,-0.3748025702,0.5040598698
-0.3359299989,-0.3719120253,0.5047324086
-0.3331949684,-0.3689873159,0.5054856912
-0.3304937321,-0.3660363747,0.5062858889
-0.3277996360,-0.3630758555,0.5070906814
-0.3250795372,-0.3601285015,0.5078551027
-0.3223020105,-0.3572174943,0.5085336494
-0.3194450099,-0.3543600757,0.5090722649
-0.3164993150,-0.3515643681,0.5093899814
-0.3134706882,-0.3488311394,0.5093622693
0.0745954775,0.3237923858,1.1233984197
0.0732245550,0.3198986288,1.1208861663
0.0720812723,0.3159159757,1.1184321308
0.0711985856,0.3119217320,1.1159112987
0.0705687614,0.3079693591,1.1132631223
0.0701698078,0.3040672269,1.1104997741
0.0699486326,0.3001998944,1.1076682172
0.0698149258,0.2963457663,1.1048260952
0.0696545715,0.2924869131,1.1020306841
0.0693538169,0.2886123577,1.0993342670
0.0688221235,0.2847169775,1.0967817434
0.0680054931,0.2807987607,1.0944084772
0.0668880489,0.2768566290,1.0922379317
0.0654844032,0.2728894801,1.0902796191
0.0638274242,0.2688954499,1.0885281666
0.0619556043,0.2648694514,1.0869639714
0.0599024704,0.2607971378,1.0855553176
0.0576886981,0.2566445941,1.0842613194
0.0553167056,0.2523451090,1.0830348365
0.0527676882,0.2477867631,1.0818246090
0.0500018102,0.2428063473,1.0805762271
0.0469627731,0.2371951828,1.0792320686
0.0435875722,0.2307201252,1.0777308538
0.0398208726,0.2231587315,1.0760078072
0.0356316008,0.2143426515,1.0739964127
0.0310279511,0.2041996498,1.0716323379
0.0260667573,0.1927838013,1.0688593820
0.0208543213,0.1802857804,1.0656365059
0.0155379333,0.1670200068,1.0619444257
0.0102897115,0.1533910609,1.0577901263
-0.2755467908,-0.8055825543,0.8022478153
-0.2748001211,-0.7975442963,0.8021212716
-0.2805196418,-0.7785490992,0.8110785746
-0.2788912894,-0.7724519508,0.8091050364
-0.2774358121,-0.7664664409,0.8070322521
-0.2761695053,-0.7606328276,0.8048808696
-0.2750965546,-0.7549665165,0.8026689213
-0.2742121825,-0.7494656085,0.8004092792
-0.2735062348,-0.7441179265,0.7981083478
-0.2729665322,-0.7389064449,0.7957658100
-0.2725815375,-0.7338127791,0.7933750831
-0.2723421300,-0.7288188864,0.7909241104
-0.2722424781,-0.7239073833,0.7883961846
-0.2722801449,-0.7190609602,0.7857706198
-0.2724556361,-0.7142613514,0.7830232332
-0.2727716157,-0.7094882520,0.7801267175
-0.2732319881,-0.7047185044,0.7770510763
-0.2738409870,-0.6999258021,0.7737643253
-0.2746023546,-0.6950810824,0.7702336452
-0.2755186412,-0.6901536811,0.7664270896
-0.2765906207,-0.6851132114,0.7623158402
-0.2778168095,-0.6799320065,0.7578768599
-0.2791930753,-0.6745878504,0.7530956707
-0.2807123450,-0.6690666405,0.7479688977
-0.2823644307,-0.6633645986,0.7425061917
-0.2841360057,-0.6574896804,0.7367311950
-0.2860107592,-0.6514619333,0.7306813245
-0.2879697430,-0.6453126958,0.7244063091
-0.2899919016,-0.6390826926,0.7179655932
-0.2920547482,-0.6328192353,0.7114248762
-0.0222643425,0.0406326429,1.5891928306
-0.0206567091,0.0424921661,1.5836415530
-0.0189948293,0.0443023448,1.5782073294
-0.0172923621,0.0460326710,1.5728847612
-0.0155638829,0.0476527858,1.5676667432
-0.0138245734,0.0491332773,1.5625448228
-0.0120898935,0.0504464278,1.5575095683
-0.0103752450,0.0515668915,1.5525509332
-0.0086956365,0.0524722945,1.5476586063
-0.0070653583,0.0531437474,1.5428223368
-0.0054976774,0.0535662687,1.5380322282
-0.0040045615,0.0537291141,1.5332789932
-0.0025964415,0.0536260142,1.5285541660
-0.0012820190,0.0532553181,1.5238502687
-0.0000681283,0.0526200443,1.5191609280
0.0010403436,0.0517278382,1.5144809439
0.0020404760,0.0505908390,1.5098063079
0.0029312694,0.0492254549,1.5051341748
0.0037135395,0.0476520529,1.5004627899
0.0043897550,0.0458945661,1.4957913759
0.0049638241,0.0439800279,1.4911199862
0.0054408413,0.0419380436,1.4864493304
0.0058268046,0.0398002120,1.4817805810
-0.7564185518,0.0451463405,1.0570114420
-0.7545307890,0.0423242288,1.0563874596
-0.7526427094,0.0395024893,1.0557683100
-0.7507545664,0.0366821371,1.0551764366
-0.7488701584,0.0338628385,1.0546412823
-0.7469928082,0.0310432748,1.0541782641
-0.7451169791,0.0282252554,1.0537907533
-0.7432266093,0.0254159508,1.0534819073
-0.7413013860,0.0226258249,1.0532588209
-0.7393247288,0.0198646063,1.0531287318
-0.7372883171,0.0171383664,1.0530941379
-0.7351920743,0.0144489866,1.0531509807
-0.7330412237,0.0117955493,1.0532899037
-0.7308425895,0.0091764840,1.0534987798
-0.7286016488,0.0065914530,1.0537649410
-0.7263209312,0.0040424295,1.0540764896
-0.7239996987,0.0015338466,1.0544228308
-0.7216344979,-0.0009280630,1.0547948913
-0.7192200682,-0.0033365236,1.0551854644
-0.7167500912,-0.0056858548,1.0555899414
-0.7142173460,-0.0079732974,1.0560074858
-0.7116129903,-0.0102008412,1.0564425287
-0.7089249454,-0.0123768374,1.0569063258
-0.7061357057,-0.0145171124,1.0574181894
-0.7032202336,-0.0166452302,1.0580059254
-0.7001448238,-0.0187915367,1.0587049960
-0.6968677894,-0.0209907286,1.0595560661
-0.6933424923,-0.0232779432,1.0606008873
-0.6895226593,-0.0256837317,1.0618768849
-0.6853692557,-0.0282286534,1.0634112319
-0.6808576400,-0.0309184754,1.0652154725
-0.6759834805,-0.0337409848,1.0672817883
-0.6707660677,-0.0366651727,1.0695817394
-0.6652481583,-0.0396430893,1.0720678260
-0.6594922013,-0.0426141229,1.0746776344
-0.6535735172,-0.0455109684,1.0773398146
-0.7219062833,-0.1886151737,0.7719550166
-0.7219179625,-0.1861411178,0.7667044200
-0.7219095678,-0.1839367389,0.7615556694
-0.7218551511,-0.1820589836,0.7565821714
-0.7217288722,-0.1805476319,0.7518408854
-0.7215061183,-0.1794244210,0.7473714150
-0.7211644159,-0.1786938996,0.7431971784
-0.7206841096,-0.1783455244,0.7393279627
-0.7200488067,-0.1783564615,0.7357631326
-0.7192455929,-0.1786946005,0.7324948756
-0.7182650347,-0.1793214031,0.7295110570
-0.7171009818,-0.1801943314,0.7267974643
-0.7157501836,-0.1812687285,0.7243394009
-0.7142117361,-0.1824991174,0.7221227109
-0.7124863800,-0.1838399535,0.7201343796
-0.7105756755,-0.1852459142,0.7183628669
-0.7084810981,-0.1866718336,0.7167983014
-0.7062031131,-0.1880724137,0.7154326154
-0.7037403063,-0.1894018561,0.7142596482
-0.7010886683,-0.1906135680,0.7132751946
-0.6982411370,-0.1916600978,0.7124769461
-0.6951875044,-0.1924934451,0.7118642557
-0.6919147705,-0.1930658546,0.7114376687
-0.6884079935,-0.1933311540,0.7111981852
-0.6846516230,-0.1932466208,0.7111462664
-0.6806312378,-0.1927752780,0.7112806455
-0.6763355387,-0.1918884331,0.7115970503
-0.6717583827,-0.1905682032,0.7120869873
-0.6669006115,-0.1888097272,0.7127367505
-0.6617714172,-0.1866227664,0.7135268143
-0.6563890235,-0.1840324348,0.7144317364
-0.6507805240,-0.1810788909,0.7154206405
-0.6449808151,-0.1778159342,0.7164582806
-0.6390306685,-0.1743085803,0.7175066116
-0.6329740926,-0.1706298101,0.7185267299
-0.0130454720,0.0642113986,0.7056672198
-0.0134607118,0.0645081521,0.6992771290
-0.0138460437,0.0647156380,0.6928987479
-0.0141977859,0.0648300949,0.6865571517
-0.0145126439,0.0648486460,0.6802755681
-0.0147878703,0.0647690948,0.6740744345
-0.0150213991,0.0645896382,0.6679706507
-0.0152119481,0.0643085072,0.6619770674
-0.0153590791,0.0639235505,0.6561022274
-0.0154632148,0.0634317826,0.6503503589
-0.0155256097,0.0628289219,0.6447215952
-0.0155482775,0.0621089532,0.6392123852
-0.0155338785,0.0612637524,0.6338160460
-0.0154855733,0.0602828183,0.6285234032
-0.0154068485,0.0591531610,0.6233234678
-0.0153013220,0.0578593963,0.6182041020
